likes,retweets,pos_score,neg_score,vn_lable,n_lable,nu_lable,p_lable,vp_lable,followers,followings,verifies,ratings
114,10,0.3,0.7,0.46,0.25,0.17,0.05,0.07,49449,1186,0.043,0
178,55,0.4,0.6,0.23,0.29,0.31,0.1,0.08,23971,1779,0.061,0
69,29,0.37,0.63,0.26,0.32,0.23,0.11,0.08,31787,1208,0.021,0
8,2,0.38,0.62,0.35,0.21,0.22,0.12,0.09,5102,2319,0.037,0
50,29,0.59,0.41,0.12,0.16,0.16,0.27,0.29,42016,3025,0.096,0
3,1,0.47,0.53,0.24,0.2,0.15,0.24,0.16,5063,1239,0.031,0
5,1,0.4,0.6,0.32,0.3,0.11,0.13,0.15,5902,1071,0.026,0
4,1,0.52,0.48,0.12,0.18,0.41,0.11,0.17,1703,880,0.0,0
988,220,0.24,0.76,0.54,0.27,0.12,0.05,0.02,3004,1610,0.0,0
14,2,0.35,0.65,0.36,0.31,0.13,0.12,0.09,533850,1490,0.094,0
252,66,0.21,0.79,0.55,0.27,0.14,0.03,0.01,15210,2875,0.01,0
0,0,0.24,0.76,0.6,0.2,0.0,0.2,0.0,251,312,0.0,0
354,163,0.36,0.64,0.39,0.23,0.17,0.1,0.12,47647,1090,0.067,0
3,0,0.45,0.55,0.19,0.3,0.28,0.1,0.13,5120,3214,0.045,1
4,2,0.33,0.67,0.42,0.22,0.18,0.12,0.05,1954,785,0.0,0
3,1,0.36,0.64,0.35,0.24,0.21,0.1,0.09,1660,811,0.0,0
280,30,0.52,0.48,0.17,0.14,0.12,0.53,0.04,89769,1206,0.082,0
1,0,0.36,0.64,0.36,0.23,0.24,0.16,0.01,1609,1235,0.0,0
4,2,0.38,0.62,0.32,0.17,0.33,0.11,0.08,1219,613,0.0,0
3,1,0.5,0.5,0.22,0.19,0.24,0.15,0.2,17967,1721,0.151,0
10,1,0.32,0.68,0.37,0.27,0.25,0.07,0.04,2953,1115,0.012,1
298,63,0.29,0.71,0.42,0.3,0.19,0.05,0.03,25787,1593,0.052,0
160,124,0.36,0.64,0.37,0.24,0.19,0.1,0.09,40857,1822,0.063,0
334,40,0.58,0.42,0.11,0.16,0.29,0.23,0.22,8659,1332,0.015,0
4363,1035,0.3,0.7,0.42,0.27,0.17,0.11,0.03,121511,2696,0.078,0
16,3,0.46,0.54,0.23,0.24,0.2,0.17,0.16,10977,896,0.035,0
106,19,0.47,0.53,0.23,0.23,0.21,0.18,0.14,30811,4258,0.07,0
248,28,0.68,0.32,0.11,0.09,0.17,0.18,0.45,105817,2839,0.063,0
121,40,0.47,0.53,0.15,0.24,0.32,0.19,0.1,32676,2951,0.063,0
1,0,0.56,0.44,0.0,0.5,0.0,0.0,0.5,45997,9382,0.0,0
0,0,0.43,0.58,0.25,0.5,0.0,0.25,0.0,3932,3712,0.0,0
25,2,0.37,0.63,0.15,0.45,0.27,0.06,0.06,3241,1403,0.021,0
58,19,0.33,0.67,0.29,0.42,0.15,0.09,0.04,10878,2062,0.074,0
7,0,0.51,0.49,0.16,0.25,0.22,0.18,0.21,2239,1259,0.023,0
54,7,0.41,0.59,0.32,0.23,0.16,0.15,0.13,14889,1988,0.04,0
23,11,0.33,0.67,0.39,0.33,0.1,0.09,0.08,4287,2341,0.061,0
2,1,0.38,0.62,0.4,0.18,0.16,0.17,0.1,14253,2553,0.103,0
54,24,0.23,0.77,0.53,0.3,0.13,0.03,0.01,28955,1486,0.048,0
1,0,0.21,0.79,0.59,0.23,0.13,0.05,0.01,1472,920,0.022,0
2,4,0.58,0.42,0.13,0.18,0.17,0.24,0.27,11222,3413,0.043,0
137,125,0.46,0.54,0.3,0.17,0.13,0.19,0.2,7273,932,0.034,1
528,90,0.32,0.68,0.38,0.26,0.24,0.08,0.04,126489,1054,0.039,0
0,0,0.56,0.44,0.2,0.0,0.2,0.6,0.0,4885,1011,0.0,0
9,1,0.47,0.53,0.28,0.21,0.13,0.24,0.14,32579,2784,0.129,0
1,0,0.41,0.59,0.28,0.21,0.3,0.14,0.07,3361,1295,0.015,0
3,1,0.2,0.8,0.64,0.2,0.11,0.03,0.03,5547,1530,0.021,0
1,0,0.46,0.54,0.26,0.2,0.25,0.11,0.18,225206,1452,0.04,0
64,13,0.44,0.56,0.26,0.22,0.19,0.17,0.15,3461,2380,0.037,0
0,0,0.38,0.62,0.29,0.14,0.43,0.0,0.14,655,332,0.0,0
500,129,0.37,0.63,0.34,0.28,0.17,0.11,0.11,3941,1763,0.012,0
6,0,0.49,0.51,0.23,0.16,0.27,0.19,0.16,6950,1232,0.033,0
50,13,0.27,0.73,0.52,0.22,0.12,0.1,0.04,44893,1635,0.038,0
1955,140,0.3,0.7,0.42,0.3,0.13,0.1,0.04,736783,1703,0.042,0
2,0,0.45,0.55,0.38,0.14,0.05,0.13,0.29,34039,1370,0.035,0
2,0,0.54,0.46,0.18,0.18,0.18,0.16,0.29,3541,1953,0.057,0
69,37,0.37,0.63,0.36,0.24,0.19,0.08,0.14,5333,1662,0.02,0
5,1,0.48,0.52,0.3,0.16,0.16,0.13,0.26,11123,1193,0.031,0
93,15,0.42,0.58,0.34,0.16,0.21,0.1,0.18,3924,638,0.0,0
28,4,0.4,0.6,0.33,0.19,0.23,0.15,0.1,8661,2848,0.067,0
23,7,0.25,0.75,0.52,0.29,0.12,0.03,0.04,7457,1949,0.022,0
6240,1820,0.42,0.58,0.19,0.3,0.26,0.22,0.03,89228,1084,0.059,0
1003,248,0.27,0.73,0.49,0.25,0.21,0.05,0.01,438567,1507,0.078,0
9,1,0.58,0.42,0.19,0.14,0.15,0.19,0.33,26161,1220,0.042,0
0,0,0.07,0.93,1.0,0.0,0.0,0.0,0.0,335,560,0.0,0
43,20,0.38,0.62,0.29,0.26,0.22,0.13,0.09,32826,937,0.032,0
153,28,0.42,0.58,0.26,0.28,0.2,0.14,0.12,91021,12904,0.077,0
1,0,0.41,0.59,0.0,0.33,0.67,0.0,0.0,777,215,0.0,0
22,5,0.46,0.54,0.2,0.26,0.2,0.24,0.09,13692,4072,0.045,0
298,22,0.48,0.52,0.09,0.24,0.45,0.14,0.09,484354,806,0.143,0
472,66,0.42,0.58,0.27,0.27,0.15,0.24,0.07,223463,621,0.146,0
82,11,0.43,0.57,0.26,0.21,0.29,0.11,0.13,57605,1521,0.041,0
10,4,0.49,0.51,0.2,0.21,0.21,0.23,0.15,8178,705,0.045,0
4,1,0.35,0.65,0.32,0.26,0.23,0.14,0.05,3675,1406,0.03,0
256,50,0.55,0.45,0.21,0.16,0.17,0.14,0.33,8952,2804,0.023,0
3,1,0.33,0.67,0.5,0.12,0.18,0.13,0.07,3513,1145,0.037,0
3,0,0.43,0.57,0.16,0.33,0.24,0.19,0.08,432860,769,0.05,0
2,1,0.47,0.53,0.22,0.2,0.23,0.2,0.15,5439,1303,0.023,0
10,3,0.35,0.65,0.39,0.25,0.15,0.12,0.09,17383,4474,0.0,0
2,0,0.34,0.66,0.38,0.28,0.13,0.11,0.1,52021,3973,0.07,0
5,1,0.43,0.57,0.28,0.21,0.22,0.16,0.14,45163,2427,0.107,0
2221,594,0.4,0.6,0.32,0.25,0.17,0.16,0.1,67297,1440,0.057,0
4,1,0.36,0.64,0.35,0.3,0.16,0.05,0.14,4011,1448,0.027,0
3,2,0.4,0.6,0.33,0.25,0.08,0.25,0.08,1515,523,0.0,0
23,11,0.48,0.52,0.18,0.22,0.27,0.21,0.11,528757,2714,0.217,0
3,1,0.41,0.59,0.18,0.37,0.23,0.16,0.06,4655,1560,0.067,0
809,244,0.47,0.53,0.25,0.26,0.18,0.06,0.25,8962,2175,0.02,0
2,0,0.37,0.63,0.4,0.22,0.12,0.12,0.14,2753,1235,0.026,0
4,0,0.46,0.54,0.31,0.16,0.16,0.1,0.27,13479,1266,0.038,1
2,0,0.27,0.73,0.55,0.17,0.13,0.1,0.05,2444,1195,0.033,0
1820,223,0.49,0.51,0.2,0.22,0.23,0.18,0.19,31171,2615,0.037,0
1,0,0.31,0.69,0.45,0.2,0.25,0.05,0.04,1840,1207,0.016,0
122,41,0.38,0.62,0.3,0.27,0.27,0.09,0.09,39600,2406,0.031,0
13,4,0.57,0.43,0.17,0.17,0.19,0.18,0.29,14539,1282,0.047,0
21,6,0.48,0.52,0.24,0.15,0.3,0.14,0.17,37620,3002,0.117,0
21,2,0.27,0.73,0.44,0.35,0.17,0.04,0.0,12335,1511,0.019,0
5,1,0.44,0.56,0.31,0.19,0.15,0.23,0.11,8871,894,0.035,0
5,1,0.41,0.59,0.27,0.31,0.17,0.17,0.08,2274,1637,0.02,0
13,2,0.4,0.6,0.23,0.29,0.24,0.2,0.04,102657,899,0.061,0
1307,205,0.37,0.63,0.3,0.31,0.23,0.1,0.06,6477,1636,0.05,0
4,0,0.55,0.45,0.15,0.19,0.15,0.31,0.2,2974,979,0.013,0
36,12,0.42,0.58,0.29,0.2,0.23,0.19,0.1,35173,1690,0.167,0
52,6,0.38,0.62,0.28,0.29,0.23,0.15,0.05,4803,1529,0.03,0
3,0,0.41,0.59,0.29,0.2,0.22,0.18,0.12,3898,1005,0.034,0
10,1,0.41,0.59,0.32,0.23,0.2,0.15,0.11,14413,944,0.033,0
7,2,0.38,0.62,0.3,0.31,0.18,0.15,0.06,5020,1183,0.077,0
5,1,0.48,0.52,0.16,0.21,0.27,0.27,0.09,3967,1934,0.025,0
2976,214,0.5,0.5,0.31,0.1,0.17,0.16,0.27,13668,915,0.01,1
693,176,0.47,0.53,0.23,0.25,0.16,0.16,0.21,2950,1070,0.011,0
2,0,0.33,0.67,0.42,0.21,0.2,0.13,0.05,35322,1448,0.05,0
527,256,0.4,0.6,0.27,0.32,0.16,0.09,0.15,4712,1393,0.068,0
45,15,0.4,0.6,0.34,0.14,0.28,0.17,0.08,13591,9372,0.027,0
3467,817,0.28,0.72,0.45,0.29,0.17,0.04,0.05,4786,1260,0.0,0
112,49,0.47,0.53,0.23,0.26,0.18,0.14,0.2,14056,2900,0.022,0
21,2,0.42,0.58,0.19,0.27,0.31,0.15,0.07,4003,778,0.024,0
4,1,0.52,0.48,0.2,0.23,0.14,0.19,0.24,3633,1025,0.032,0
8,2,0.37,0.63,0.33,0.28,0.16,0.16,0.07,8831,2036,0.094,0
239,35,0.53,0.47,0.14,0.21,0.25,0.23,0.18,60501,1830,0.049,0
2,0,0.32,0.68,0.46,0.28,0.08,0.07,0.12,73134,794,0.022,0
1815,432,0.32,0.68,0.41,0.29,0.16,0.07,0.07,160156,3744,0.022,0
24,5,0.47,0.53,0.22,0.15,0.31,0.22,0.11,1978,765,0.021,0
2827,702,0.22,0.78,0.59,0.22,0.13,0.04,0.02,3547,1392,0.011,0
33,3,0.3,0.7,0.45,0.23,0.14,0.08,0.11,5924,1095,0.011,0
8,2,0.3,0.7,0.47,0.24,0.18,0.06,0.06,9053,3903,0.059,0
2,1,0.39,0.6,0.0,0.5,0.5,0.0,0.0,14115,3785,0.0,0
16,2,0.53,0.47,0.13,0.19,0.25,0.27,0.16,2355,1240,0.0,0
16,4,0.41,0.59,0.19,0.35,0.25,0.17,0.04,9043,1437,0.057,0
27,2,0.5,0.5,0.1,0.27,0.3,0.21,0.13,61569,2509,0.01,0
2,0,0.41,0.59,0.33,0.22,0.2,0.12,0.13,3772,788,0.031,0
2334,435,0.29,0.71,0.48,0.19,0.2,0.1,0.04,1301729,4343,0.057,0
5,2,0.35,0.65,0.4,0.22,0.21,0.05,0.12,4870,994,0.015,0
70,15,0.4,0.6,0.28,0.33,0.17,0.11,0.11,68050,858,0.036,0
18,2,0.5,0.5,0.13,0.29,0.22,0.23,0.14,15272,1296,0.061,0
8,1,0.52,0.48,0.16,0.22,0.16,0.25,0.23,42150,867,0.036,0
1960,466,0.39,0.61,0.29,0.26,0.25,0.12,0.08,30894,1622,0.091,0
3,0,0.3,0.7,0.53,0.17,0.17,0.03,0.1,3605,360,0.05,0
12,4,0.35,0.65,0.42,0.17,0.17,0.17,0.08,6287,2019,0.091,0
4,0,0.28,0.72,0.5,0.12,0.12,0.25,0.0,9798,319,0.0,0
53,13,0.7,0.3,0.14,0.08,0.1,0.08,0.59,10839,1485,0.044,0
12,2,0.58,0.42,0.11,0.14,0.24,0.32,0.2,14383,897,0.037,0
16,3,0.4,0.6,0.26,0.18,0.25,0.28,0.03,2630,924,0.037,0
553,207,0.31,0.69,0.51,0.19,0.12,0.09,0.09,5746,1342,0.015,0
6,1,0.45,0.55,0.17,0.43,0.12,0.1,0.19,14162,3782,0.097,0
7,3,0.39,0.61,0.25,0.3,0.23,0.15,0.07,4432,1426,0.023,0
51,16,0.4,0.6,0.34,0.28,0.13,0.1,0.15,12150,1603,0.039,0
19,12,0.33,0.67,0.35,0.3,0.22,0.09,0.04,23192,2044,0.09,0
17,3,0.3,0.7,0.44,0.32,0.11,0.06,0.08,9933,2790,0.023,1
29,9,0.51,0.49,0.19,0.21,0.18,0.22,0.19,13338,1081,0.032,1
16,6,0.63,0.37,0.15,0.15,0.12,0.16,0.41,1843,952,0.0,0
3,1,0.55,0.45,0.1,0.21,0.23,0.31,0.15,2659,869,0.061,0
31,7,0.38,0.62,0.35,0.2,0.22,0.14,0.09,68862,2650,0.046,0
405,58,0.46,0.54,0.13,0.35,0.21,0.16,0.14,472342,1490,0.071,0
3503,603,0.48,0.52,0.18,0.21,0.32,0.13,0.15,7387,1290,0.061,0
4,1,0.48,0.52,0.22,0.24,0.18,0.17,0.2,7877,2642,0.046,0
142,30,0.3,0.7,0.45,0.24,0.21,0.04,0.05,9445,974,0.039,0
2,0,0.33,0.67,0.41,0.31,0.12,0.08,0.08,5786,1476,0.043,0
18785,3020,0.81,0.19,0.0,0.0,0.0,0.57,0.43,22864,457,0.143,0
1,0,0.49,0.51,0.17,0.24,0.27,0.15,0.18,4100,1935,0.061,0
418,105,0.59,0.41,0.13,0.13,0.25,0.24,0.26,8723,6198,0.021,0
2416,811,0.58,0.42,0.05,0.27,0.18,0.28,0.21,231671,1521,0.053,0
2,0,0.54,0.46,0.17,0.12,0.29,0.26,0.16,4472,1926,0.022,0
1456,332,0.43,0.57,0.31,0.17,0.2,0.18,0.15,261096,978,0.1,0
120,29,0.4,0.6,0.27,0.26,0.24,0.16,0.07,5227,1474,0.012,0
6,2,0.48,0.52,0.23,0.19,0.21,0.17,0.18,8814,965,0.14,0
96,55,0.32,0.68,0.5,0.18,0.14,0.09,0.09,38490,621,0.012,0
3,1,0.48,0.52,0.33,0.11,0.22,0.11,0.22,1920,692,0.0,0
4,1,0.48,0.52,0.21,0.21,0.2,0.22,0.17,17321,5817,0.07,0
1,0,0.53,0.47,0.14,0.18,0.23,0.27,0.18,2733,1021,0.0,0
34,10,0.62,0.38,0.08,0.16,0.2,0.27,0.29,6925,1551,0.062,0
1,0,0.42,0.58,0.31,0.25,0.12,0.12,0.19,14311,2417,0.111,0
1,0,0.44,0.56,0.24,0.22,0.25,0.13,0.15,2172,1456,0.0,0
438,47,0.44,0.56,0.29,0.25,0.13,0.19,0.14,282413,1026,0.131,0
5,1,0.58,0.42,0.18,0.13,0.18,0.21,0.3,2866,1131,0.014,0
134,24,0.58,0.42,0.1,0.17,0.24,0.27,0.22,40492,1395,0.117,0
2,0,0.51,0.49,0.21,0.26,0.11,0.15,0.27,2832,781,0.025,0
807,163,0.32,0.68,0.45,0.19,0.19,0.12,0.05,36595,1232,0.06,0
536,165,0.43,0.57,0.28,0.23,0.19,0.15,0.15,57089,1382,0.028,0
2,0,0.37,0.63,0.39,0.17,0.18,0.2,0.05,15036,1795,0.081,0
64,42,0.39,0.61,0.35,0.22,0.21,0.1,0.13,13094,1354,0.0,0
0,0,0.42,0.58,0.29,0.22,0.18,0.24,0.07,822,1157,0.0,0
6,1,0.49,0.51,0.25,0.16,0.22,0.16,0.21,20152,619,0.047,0
6,2,0.41,0.59,0.29,0.25,0.2,0.14,0.12,6484,5040,0.011,0
10,1,0.52,0.48,0.14,0.18,0.28,0.26,0.14,128792,1376,0.076,0
2,0,0.41,0.59,0.24,0.32,0.18,0.16,0.1,1732,1260,0.0,0
3,1,0.5,0.5,0.18,0.24,0.2,0.17,0.21,3542,453,0.013,0
54,17,0.47,0.53,0.21,0.24,0.27,0.11,0.17,3463,1574,0.0,0
940,107,0.52,0.48,0.26,0.17,0.17,0.12,0.29,5337,1173,0.012,0
272,80,0.43,0.57,0.26,0.22,0.19,0.26,0.08,11620,1304,0.032,0
4,1,0.46,0.54,0.21,0.19,0.29,0.22,0.1,2721,727,0.024,0
396,155,0.32,0.68,0.46,0.21,0.16,0.1,0.08,12219,2672,0.04,0
8,2,0.34,0.66,0.36,0.25,0.23,0.15,0.01,47846,1942,0.088,0
884,655,0.53,0.47,0.14,0.31,0.12,0.22,0.22,1896,910,0.012,0
4,1,0.35,0.65,0.33,0.3,0.16,0.18,0.03,49898,1103,0.062,0
2,0,0.36,0.64,0.44,0.19,0.08,0.17,0.11,4286,1389,0.0,0
1,0,0.25,0.75,0.52,0.3,0.11,0.07,0.01,696,759,0.028,0
210,40,0.32,0.68,0.38,0.31,0.17,0.09,0.05,39406,1244,0.057,0
256,64,0.4,0.6,0.14,0.33,0.35,0.1,0.07,131124,1016,0.009,0
54,2,0.64,0.36,0.11,0.11,0.21,0.2,0.37,8532,1631,0.03,0
112,29,0.49,0.51,0.19,0.2,0.27,0.19,0.14,25938,1351,0.16,0
107,26,0.44,0.56,0.34,0.21,0.15,0.11,0.19,82984,1247,0.078,0
1,0,0.67,0.33,0.08,0.13,0.16,0.21,0.43,9619,1128,0.031,0
352,50,0.29,0.71,0.44,0.29,0.2,0.06,0.02,23410,5797,0.071,0
3,1,0.4,0.6,0.27,0.27,0.24,0.14,0.08,77088,3024,0.14,0
4,0,0.35,0.65,0.38,0.2,0.25,0.09,0.07,3867,1627,0.063,1
52,10,0.35,0.65,0.38,0.28,0.15,0.11,0.08,7496,1021,0.091,0
3732,1165,0.36,0.64,0.32,0.32,0.19,0.13,0.04,7499,1067,0.029,0
3,1,0.42,0.58,0.15,0.43,0.21,0.1,0.1,10508,2802,0.051,0
1011,182,0.45,0.55,0.17,0.3,0.25,0.19,0.09,56519,834,0.134,0
112,13,0.37,0.63,0.32,0.28,0.21,0.12,0.07,191058,822,0.09,0
13,2,0.45,0.55,0.23,0.24,0.19,0.23,0.1,7333,933,0.091,0
16,2,0.23,0.77,0.51,0.23,0.21,0.04,0.01,63080,611,0.111,0
53,15,0.45,0.55,0.16,0.31,0.25,0.23,0.06,589099,1962,0.022,0
44,16,0.47,0.53,0.19,0.32,0.17,0.17,0.16,80748,1771,0.065,0
624,73,0.55,0.45,0.15,0.2,0.22,0.15,0.28,52905,2358,0.047,0
177,168,0.43,0.57,0.2,0.4,0.07,0.33,0.0,44968,590,0.083,0
0,0,0.36,0.64,0.25,0.38,0.25,0.06,0.06,1126,1066,0.0,0
9,2,0.53,0.47,0.15,0.25,0.14,0.2,0.26,3862,530,0.012,0
311,87,0.32,0.68,0.43,0.24,0.2,0.06,0.06,38521,2309,0.043,0
3,1,0.39,0.61,0.28,0.22,0.33,0.13,0.05,3267,1099,0.05,0
596,199,0.44,0.56,0.26,0.23,0.23,0.13,0.15,682266,531,0.127,0
42,14,0.32,0.68,0.44,0.2,0.2,0.09,0.07,9573,1032,0.039,0
1350,366,0.32,0.68,0.36,0.31,0.21,0.08,0.04,130262,3000,0.069,1
67,19,0.49,0.51,0.17,0.25,0.28,0.16,0.14,15069,2654,0.04,0
20,17,0.49,0.51,0.17,0.27,0.18,0.18,0.19,5488,1512,0.059,0
1,0,0.37,0.63,0.3,0.25,0.32,0.11,0.03,52307,2410,0.138,0
5,2,0.41,0.59,0.24,0.27,0.23,0.19,0.08,7858,4480,0.021,0
5,1,0.32,0.68,0.37,0.23,0.3,0.05,0.05,58426,2996,0.04,0
98,46,0.31,0.69,0.41,0.31,0.15,0.08,0.06,28968,2669,0.049,0
163,26,0.35,0.65,0.34,0.28,0.19,0.12,0.06,5222,1163,0.026,1
3,1,0.28,0.72,0.52,0.22,0.09,0.12,0.05,60280,2646,0.048,0
3,0,0.51,0.49,0.11,0.24,0.26,0.31,0.09,14231,1751,0.021,0
3,0,0.3,0.7,0.41,0.33,0.15,0.07,0.04,6598,712,0.042,0
109,28,0.35,0.65,0.35,0.28,0.19,0.09,0.09,17129,643,0.024,0
68,23,0.43,0.57,0.32,0.16,0.23,0.13,0.15,4652,1470,0.049,0
440,281,0.53,0.47,0.25,0.15,0.15,0.14,0.3,8552,1299,0.0,0
442,54,0.45,0.55,0.21,0.21,0.3,0.22,0.07,166535,984,0.319,0
9,1,0.38,0.62,0.33,0.27,0.16,0.12,0.12,2548,1229,0.022,0
8,2,0.38,0.62,0.39,0.22,0.14,0.08,0.16,35606,2632,0.074,0
629,164,0.39,0.61,0.31,0.24,0.23,0.12,0.11,107312,2077,0.098,0
331,44,0.26,0.74,0.49,0.33,0.08,0.06,0.04,89217,1617,0.093,1
2,1,0.41,0.59,0.24,0.28,0.23,0.15,0.11,4841,2529,0.039,0
3,1,0.46,0.54,0.25,0.22,0.18,0.18,0.16,104010,1798,0.047,1
33,6,0.37,0.63,0.31,0.3,0.21,0.08,0.1,56213,1288,0.02,0
247,48,0.45,0.55,0.27,0.23,0.15,0.21,0.13,856743,1256,0.048,1
78,35,0.54,0.46,0.17,0.16,0.24,0.2,0.23,9084,1479,0.011,0
1,0,0.29,0.71,0.48,0.19,0.21,0.09,0.03,3722,1535,0.0,0
1,0,0.34,0.66,0.31,0.36,0.18,0.11,0.04,6602,1049,0.054,0
222,37,0.34,0.66,0.38,0.28,0.17,0.11,0.06,59380,616,0.03,0
3,1,0.64,0.36,0.19,0.12,0.12,0.08,0.5,11977,1120,0.091,0
3,0,0.58,0.41,0.17,0.17,0.17,0.17,0.33,5542,975,0.059,0
36,4,0.3,0.7,0.47,0.22,0.12,0.12,0.07,25604,5132,0.056,0
1,0,0.59,0.41,0.01,0.02,0.52,0.43,0.02,2302,1844,0.0,0
1659,317,0.38,0.62,0.34,0.28,0.2,0.08,0.1,30845,3494,0.022,0
478,81,0.4,0.6,0.29,0.27,0.18,0.15,0.11,261506,1577,0.128,0
21,5,0.43,0.57,0.27,0.22,0.18,0.27,0.07,322882,12717,0.145,0
3,0,0.37,0.63,0.34,0.3,0.15,0.08,0.13,4277,2665,0.088,0
29,2,0.42,0.58,0.25,0.28,0.24,0.14,0.1,6128,1225,0.053,0
5,1,0.42,0.58,0.29,0.26,0.19,0.12,0.14,62518,1072,0.021,0
23,3,0.43,0.57,0.25,0.28,0.18,0.16,0.13,16214,1278,0.069,1
2,1,0.44,0.56,0.3,0.2,0.23,0.1,0.18,84780,1641,0.217,0
151,92,0.35,0.65,0.34,0.24,0.23,0.15,0.04,14211,1872,0.138,0
1,0,0.26,0.74,0.41,0.4,0.15,0.03,0.01,4660,1850,0.031,0
1,0,0.38,0.62,0.29,0.34,0.13,0.18,0.05,3704,1477,0.038,0
6,2,0.45,0.55,0.2,0.3,0.17,0.21,0.13,60028,1153,0.042,0
11,3,0.56,0.44,0.12,0.19,0.16,0.33,0.2,12318,866,0.059,0
5,1,0.39,0.61,0.28,0.3,0.23,0.15,0.04,12114,409,0.027,0
3,1,0.55,0.45,0.12,0.25,0.12,0.25,0.25,4535,531,0.056,0
2,0,0.46,0.54,0.29,0.13,0.23,0.16,0.19,2536,1016,0.029,0
694,124,0.39,0.61,0.35,0.2,0.18,0.13,0.14,151903,1737,0.078,0
0,0,0.45,0.55,0.19,0.3,0.16,0.24,0.11,3861,601,0.022,0
21,5,0.43,0.57,0.21,0.26,0.24,0.23,0.07,23132,1976,0.074,0
13,2,0.37,0.63,0.28,0.31,0.17,0.17,0.06,148006,5493,0.061,0
6,2,0.31,0.69,0.5,0.19,0.12,0.1,0.1,77518,1024,0.077,0
1,0,0.43,0.57,0.36,0.14,0.13,0.24,0.14,162038,2294,0.108,0
290,36,0.39,0.61,0.32,0.24,0.22,0.14,0.08,132795,848,0.063,0
77,41,0.31,0.69,0.42,0.29,0.17,0.08,0.05,121417,3012,0.097,0
451,77,0.44,0.56,0.25,0.29,0.17,0.12,0.17,17342,5240,0.029,0
2,1,0.39,0.61,0.25,0.35,0.25,0.1,0.04,4420,851,0.0,0
187,52,0.39,0.61,0.3,0.28,0.21,0.11,0.1,18024,1670,0.058,0
87,13,0.49,0.51,0.16,0.21,0.21,0.37,0.05,160018,1317,0.125,0
79,9,0.42,0.58,0.23,0.33,0.17,0.16,0.1,57847,979,0.038,0
2,0,0.56,0.44,0.2,0.11,0.16,0.28,0.24,1710,1004,0.019,0
3178,838,0.48,0.52,0.21,0.17,0.27,0.25,0.11,123487,699,0.056,0
9,2,0.42,0.58,0.24,0.25,0.26,0.19,0.06,46111,1283,0.042,0
75,7,0.61,0.39,0.13,0.21,0.13,0.17,0.36,4438,2427,0.024,0
4517,848,0.43,0.57,0.31,0.24,0.12,0.18,0.15,25020,1797,0.074,0
44,13,0.5,0.5,0.23,0.18,0.12,0.4,0.06,18104,1645,0.03,0
11,2,0.3,0.7,0.55,0.17,0.09,0.11,0.09,2796,997,0.012,0
0,0,0.13,0.87,1.0,0.0,0.0,0.0,0.0,16,29,0.0,0
2,0,0.41,0.59,0.31,0.28,0.15,0.12,0.15,1561,1072,0.0,0
1,0,0.44,0.56,0.35,0.25,0.07,0.1,0.24,2121,1422,0.013,0
9,3,0.49,0.51,0.41,0.09,0.06,0.12,0.32,1421,783,0.0,0
39,6,0.4,0.6,0.33,0.21,0.17,0.18,0.1,187860,944,0.057,0
1,0,0.21,0.79,0.67,0.18,0.05,0.06,0.04,10573,568,0.118,0
3,0,0.44,0.56,0.23,0.25,0.26,0.15,0.11,1896,1160,0.014,0
26,12,0.36,0.64,0.39,0.22,0.22,0.07,0.09,25597,1407,0.041,0
5,1,0.59,0.41,0.17,0.17,0.15,0.23,0.29,26742,978,0.02,0
1,1,0.14,0.86,0.8,0.1,0.07,0.03,0.0,7546,4834,0.0,0
3,1,0.42,0.58,0.26,0.25,0.23,0.18,0.09,6819,1344,0.061,0
2,1,0.42,0.58,0.08,0.21,0.68,0.03,0.0,10003,1580,0.105,0
1,0,0.48,0.52,0.23,0.29,0.14,0.11,0.23,4351,1024,0.094,0
4,1,0.59,0.41,0.08,0.16,0.23,0.39,0.15,1132,1002,0.0,0
120,21,0.48,0.52,0.23,0.18,0.27,0.16,0.16,49062,4989,0.032,0
2,1,0.51,0.49,0.17,0.27,0.14,0.17,0.24,29945,3658,0.05,1
1196,709,0.45,0.55,0.26,0.23,0.18,0.2,0.13,9001,1582,0.019,0
395,56,0.37,0.63,0.31,0.34,0.17,0.08,0.1,31064,2941,0.032,0
0,0,0.67,0.33,0.08,0.1,0.15,0.29,0.38,1095,937,0.0,0
6,1,0.67,0.33,0.12,0.13,0.13,0.14,0.47,3219,1213,0.0,0
37,19,0.36,0.64,0.34,0.26,0.23,0.1,0.07,62339,2346,0.011,0
1,1,0.53,0.47,0.12,0.12,0.25,0.38,0.12,1840,379,0.0,0
1933,1041,0.42,0.58,0.26,0.25,0.25,0.1,0.13,135065,1088,0.031,0
526,168,0.36,0.64,0.38,0.25,0.19,0.05,0.13,56573,1541,0.082,0
59,5,0.31,0.69,0.41,0.26,0.2,0.1,0.03,356304,1648,0.028,0
280,200,0.39,0.61,0.29,0.28,0.23,0.1,0.1,7074,1044,0.067,0
1775,682,0.34,0.66,0.42,0.21,0.18,0.15,0.04,101935,1062,0.025,0
1818,552,0.37,0.63,0.25,0.38,0.25,0.07,0.06,19225,3253,0.03,0
12,7,0.35,0.65,0.36,0.26,0.17,0.15,0.07,2956,1273,0.035,0
6,1,0.4,0.6,0.21,0.26,0.36,0.08,0.08,3390,912,0.014,0
